num_sujet,num_session,run,trial,character,isNoGo,duration
18,2,1,1,R,False,0.8693066611543137
18,2,1,2,E,False,0.6480992265923176
18,2,1,3,U,False,0.7944464144249304
18,2,1,4,V,False,0.9061091702079227
18,2,1,5,F,False,0.9263260753689929
18,2,1,6,S,True,0.8891963767142079
18,2,1,7,S,True,0.6766343659221703
18,2,1,8,K,False,0.8419114961969495
18,2,1,9,S,True,0.9842035098705259
18,2,1,10,S,True,0.9035328408063728
18,2,1,11,T,False,0.9455587783328432
18,2,1,12,P,False,0.9245632159290288
18,2,1,13,S,True,0.7419819918798322
18,2,1,14,O,False,0.7623771900920255
18,2,1,15,U,False,0.9553365235258655
18,2,1,16,S,True,0.8563939421677681
18,2,1,17,Y,False,0.8307447658415414
18,2,1,18,C,False,0.8058626483839071
18,2,1,19,S,True,0.7661606065249991
18,2,1,20,K,False,0.9589358948973139
18,2,1,21,N,False,0.6552906044739093
18,2,1,22,R,False,0.7294587133216962
18,2,1,23,K,False,0.7220555536873268
18,2,1,24,U,False,0.869479137246858
18,2,1,25,Q,False,0.6753857767542822
18,2,1,26,G,False,0.6681393224489356
18,2,1,27,W,False,0.8193439548469731
18,2,1,28,H,False,0.9780186517058934
18,2,1,29,R,False,0.9181913254374526
18,2,1,30,S,True,0.948217491759563
18,2,1,31,B,False,0.6301727914011075
18,2,1,32,Q,False,0.7609640746954508
18,2,1,33,N,False,0.8288554000426069
18,2,1,34,L,False,0.8013173394550636
18,2,1,35,O,False,0.9585063233969189
18,2,1,36,Y,False,0.768927119889877
18,2,1,37,V,False,0.8110501903381624
18,2,1,38,S,True,0.6668540063294184
18,2,1,39,A,False,0.7304927866194721
18,2,1,40,P,False,0.8617091226453539
18,2,1,41,B,False,0.7835805145199523
18,2,1,42,L,False,0.6897729332928584
18,2,1,43,O,False,0.7900141616513833
18,2,1,44,N,False,0.627832518292053
18,2,1,45,N,False,0.8157969969466876
18,2,1,46,S,True,0.7269457794236445
18,2,1,47,Q,False,0.8946850821019229
18,2,1,48,Q,False,0.8157994851920698
18,2,1,49,S,True,0.9218327316124699
18,2,1,50,N,False,0.8333330893797217
18,2,1,51,E,False,0.601953563826332
18,2,1,52,B,False,0.967520481910852
18,2,1,53,S,True,0.7066323922260995
18,2,1,54,A,False,0.6032656708509143
18,2,1,55,W,False,0.6194861196691634
18,2,1,56,J,False,0.6341616097235845
18,2,1,57,Y,False,0.62197351761758
18,2,1,58,S,True,0.9855912342855276
18,2,1,59,O,False,0.6882146256476255
18,2,1,60,L,False,0.7770833928250136
18,2,2,1,U,False,0.8562305091110933
18,2,2,2,S,True,0.7923507781476793
18,2,2,3,Z,False,0.7082329385845579
18,2,2,4,T,False,0.946363927763858
18,2,2,5,S,True,0.8319966962011411
18,2,2,6,Z,False,0.9354625567476094
18,2,2,7,M,False,0.8649071579533287
18,2,2,8,G,False,0.620558585964204
18,2,2,9,Q,False,0.8165130863189151
18,2,2,10,S,True,0.9352487111534596
18,2,2,11,X,False,0.645039948398982
18,2,2,12,W,False,0.7463980745757555
18,2,2,13,V,False,0.9907388120814623
18,2,2,14,N,False,0.9139869728877219
18,2,2,15,S,True,0.9428628269531085
18,2,2,16,T,False,0.6521504745986987
18,2,2,17,G,False,0.9460497108572128
18,2,2,18,J,False,0.664313744768697
18,2,2,19,S,True,0.6097955511393227
18,2,2,20,L,False,0.9842277679074548
18,2,2,21,S,True,0.892602254903442
18,2,2,22,S,True,0.6657293096601401
18,2,2,23,U,False,0.6525028893374667
18,2,2,24,J,False,0.6142263395204589
18,2,2,25,S,True,0.9126345982775965
18,2,2,26,H,False,0.9621337007857492
18,2,2,27,S,True,0.8342530270204824
18,2,2,28,F,False,0.6980096327010905
18,2,2,29,W,False,0.6298763161976189
18,2,2,30,T,False,0.7058539741618892
18,2,2,31,Y,False,0.7167899143007677
18,2,2,32,S,True,0.7796383516335861
18,2,2,33,O,False,0.9340349209555262
18,2,2,34,S,True,0.8898584657399363
18,2,2,35,W,False,0.8877946968250969
18,2,2,36,W,False,0.8803986758594123
18,2,2,37,S,True,0.6625008080330557
18,2,2,38,C,False,0.8671886487171853
18,2,2,39,E,False,0.7249306112895632
18,2,2,40,R,False,0.9057179824161283
18,2,2,41,F,False,0.8154011826083014
18,2,2,42,W,False,0.9924723138571888
18,2,2,43,X,False,0.7836912626454425
18,2,2,44,I,False,0.9063816392609471
18,2,2,45,E,False,0.9487827289042284
18,2,2,46,K,False,0.969746825418213
18,2,2,47,Z,False,0.7195726602440875
18,2,2,48,T,False,0.742128019500894
18,2,2,49,J,False,0.8298434612322744
18,2,2,50,H,False,0.7648754586675095
18,2,2,51,G,False,0.6932516406419591
18,2,2,52,N,False,0.6824747313561745
18,2,2,53,R,False,0.8359112307469513
18,2,2,54,E,False,0.6780130551009198
18,2,2,55,S,True,0.6149456455202543
18,2,2,56,K,False,0.9078755624393295
18,2,2,57,S,True,0.8014884981948831
18,2,2,58,I,False,0.7953046652479199
18,2,2,59,X,False,0.7963180834610454
18,2,2,60,O,False,0.9203471309598001
18,2,3,1,E,False,0.6084320743152113
18,2,3,2,O,False,0.7676930217296973
18,2,3,3,S,True,0.9381917803384072
18,2,3,4,P,False,0.9897035309915719
18,2,3,5,Z,False,0.7561701271083544
18,2,3,6,S,True,0.608449179676723
18,2,3,7,F,False,0.967170605434121
18,2,3,8,H,False,0.6738996779006268
18,2,3,9,V,False,0.7074930805186079
18,2,3,10,S,True,0.9599768394044894
18,2,3,11,F,False,0.8139752973532255
18,2,3,12,S,True,0.9943869950506621
18,2,3,13,C,False,0.7203053137198556
18,2,3,14,R,False,0.7756440179015257
18,2,3,15,U,False,0.6481132503989211
18,2,3,16,P,False,0.8976450666625475
18,2,3,17,R,False,0.6520474348710011
18,2,3,18,S,True,0.7351742572596706
18,2,3,19,Q,False,0.7077448505104258
18,2,3,20,E,False,0.8900099789662572
18,2,3,21,G,False,0.9236799116911675
18,2,3,22,S,True,0.8174947994361226
18,2,3,23,S,True,0.9386111013121415
18,2,3,24,Y,False,0.853983648436132
18,2,3,25,S,True,0.8428043109023777
18,2,3,26,K,False,0.7357964045870082
18,2,3,27,X,False,0.7007737510982182
18,2,3,28,S,True,0.7151445509053374
18,2,3,29,J,False,0.9262768008380011
18,2,3,30,D,False,0.8658823542196719
18,2,3,31,A,False,0.7656594392231031
18,2,3,32,K,False,0.6100521379222352
18,2,3,33,A,False,0.8296713038592934
18,2,3,34,S,True,0.8670583742214446
18,2,3,35,D,False,0.9198701209949033
18,2,3,36,J,False,0.8743814557835882
18,2,3,37,O,False,0.8241900734671206
18,2,3,38,S,True,0.7940746571446555
18,2,3,39,X,False,0.974189651347491
18,2,3,40,Z,False,0.7826678125511455
18,2,3,41,Y,False,0.8334405439053133
18,2,3,42,S,True,0.6413105789351496
18,2,3,43,K,False,0.613680555240999
18,2,3,44,S,True,0.9498753823780481
18,2,3,45,I,False,0.9901239109300519
18,2,3,46,S,True,0.7027248935640864
18,2,3,47,W,False,0.6220644705831968
18,2,3,48,S,True,0.6562052225936812
18,2,3,49,I,False,0.924695242402048
18,2,3,50,S,True,0.8446323002764199
18,2,3,51,P,False,0.684626428318954
18,2,3,52,U,False,0.6966929415109306
18,2,3,53,S,True,0.9720770391939819
18,2,3,54,B,False,0.6379829550330594
18,2,3,55,C,False,0.6210609314765475
18,2,3,56,F,False,0.9255544782607271
18,2,3,57,S,True,0.7880948901055815
18,2,3,58,D,False,0.94030170560349
18,2,3,59,S,True,0.6341079440315828
18,2,3,60,C,False,0.9403141773867979
18,2,4,1,S,True,0.6802475207048521
18,2,4,2,F,False,0.9882690276218985
18,2,4,3,Z,False,0.7692837404341828
18,2,4,4,G,False,0.918697475632818
18,2,4,5,S,True,0.9640153512659446
18,2,4,6,U,False,0.690662382918165
18,2,4,7,S,True,0.8239593134335809
18,2,4,8,B,False,0.9997083523289956
18,2,4,9,S,True,0.8313234981632669
18,2,4,10,D,False,0.7995346223720763
18,2,4,11,L,False,0.7704050059749913
18,2,4,12,P,False,0.9376985700402729
18,2,4,13,H,False,0.6168579629445239
18,2,4,14,S,True,0.7306218090808172
18,2,4,15,Q,False,0.9179044074430567
18,2,4,16,J,False,0.7786795122183395
18,2,4,17,S,True,0.7212256740408963
18,2,4,18,S,True,0.8552146701574983
18,2,4,19,O,False,0.7720706689848763
18,2,4,20,S,True,0.7029221783048047
18,2,4,21,P,False,0.9562439974368776
18,2,4,22,G,False,0.6157376529654676
18,2,4,23,E,False,0.6864418629791149
18,2,4,24,S,True,0.917216887990501
18,2,4,25,B,False,0.8371803085410741
18,2,4,26,W,False,0.9900848170298485
18,2,4,27,S,True,0.670873070303906
18,2,4,28,I,False,0.7552815466675273
18,2,4,29,N,False,0.8809991925834355
18,2,4,30,V,False,0.7185121205752568
18,2,4,31,C,False,0.6456458873502906
18,2,4,32,Y,False,0.6499274760907519
18,2,4,33,S,True,0.7781619022286773
18,2,4,34,N,False,0.7174383384984063
18,2,4,35,S,True,0.6901200559584436
18,2,4,36,D,False,0.9382091422217882
18,2,4,37,X,False,0.8433609023593082
18,2,4,38,C,False,0.9808761694260549
18,2,4,39,J,False,0.6467621562787667
18,2,4,40,K,False,0.6583054751200357
18,2,4,41,S,True,0.8792724930245203
18,2,4,42,J,False,0.781239596802707
18,2,4,43,S,True,0.9956390342076421
18,2,4,44,P,False,0.9009060957393183
18,2,4,45,S,True,0.6574930281757456
18,2,4,46,X,False,0.826520685672602
18,2,4,47,S,True,0.9038964025985763
18,2,4,48,L,False,0.999621985137363
