num_sujet,num_session,run,trial,character,isNoGo,duration
3,2,1,1,S,True,0.7189664755608947
3,2,1,2,M,False,0.8136028116774403
3,2,1,3,K,False,0.8833887137845422
3,2,1,4,H,False,0.7987299684020879
3,2,1,5,S,True,0.9774048455188744
3,2,1,6,X,False,0.8185256046537455
3,2,1,7,S,True,0.6022318178410122
3,2,1,8,I,False,0.648542430016148
3,2,1,9,S,True,0.7033644345862906
3,2,1,10,Q,False,0.8976164145151235
3,2,1,11,S,True,0.7534000891073475
3,2,1,12,G,False,0.8805347903138593
3,2,1,13,W,False,0.7846697163129384
3,2,1,14,V,False,0.8881637642188154
3,2,1,15,X,False,0.9294873409495525
3,2,1,16,A,False,0.7689632881982844
3,2,1,17,T,False,0.8763458023817672
3,2,1,18,L,False,0.6470067407683014
3,2,1,19,R,False,0.6205667476667698
3,2,1,20,L,False,0.6027256275497401
3,2,1,21,N,False,0.8996750133237397
3,2,1,22,S,True,0.9385972413849956
3,2,1,23,L,False,0.6810325249153368
3,2,1,24,B,False,0.7919764565715659
3,2,1,25,S,True,0.7176529039028264
3,2,1,26,Q,False,0.9397066369971635
3,2,1,27,A,False,0.8343308741354578
3,2,1,28,U,False,0.9348460996681762
3,2,1,29,K,False,0.7114070868314455
3,2,1,30,S,True,0.7581450908361747
3,2,1,31,F,False,0.6787139092247341
3,2,1,32,T,False,0.8925670962449184
3,2,1,33,S,True,0.8770540764970011
3,2,1,34,Q,False,0.9963866084410795
3,2,1,35,U,False,0.9004276163247166
3,2,1,36,S,True,0.6295404736970458
3,2,1,37,K,False,0.8147043204812568
3,2,1,38,Q,False,0.9265066599423418
3,2,1,39,E,False,0.9335412961659064
3,2,1,40,U,False,0.903720408671771
3,2,1,41,L,False,0.9040291971887005
3,2,1,42,S,True,0.820795719328475
3,2,1,43,S,True,0.8808139618790741
3,2,1,44,I,False,0.8998224199468898
3,2,1,45,E,False,0.6861098675853454
3,2,1,46,E,False,0.7701489845416234
3,2,1,47,M,False,0.794509045349292
3,2,1,48,M,False,0.8908576161006346
3,2,1,49,Q,False,0.6584306833648952
3,2,1,50,J,False,0.9385157624658962
3,2,1,51,R,False,0.8064459029376607
3,2,1,52,E,False,0.6148426679917798
3,2,1,53,S,True,0.6680673755920008
3,2,1,54,U,False,0.6957792390721933
3,2,1,55,Y,False,0.8501441879802377
3,2,1,56,J,False,0.9594870334673565
3,2,1,57,W,False,0.983247301191073
3,2,1,58,F,False,0.6154540585243151
3,2,1,59,S,True,0.7651078706085083
3,2,1,60,G,False,0.6221802114158227
3,2,2,1,S,True,0.7712119711292023
3,2,2,2,Q,False,0.6659894922894685
3,2,2,3,U,False,0.7983231733652812
3,2,2,4,V,False,0.9301296719123759
3,2,2,5,E,False,0.917350125895686
3,2,2,6,U,False,0.6984044062893602
3,2,2,7,P,False,0.8603144853672752
3,2,2,8,M,False,0.7970420062720102
3,2,2,9,X,False,0.7924503065024419
3,2,2,10,S,True,0.9644067603758599
3,2,2,11,Y,False,0.7994819619041322
3,2,2,12,F,False,0.6940250497344591
3,2,2,13,G,False,0.6133606384703008
3,2,2,14,S,True,0.9479823079744766
3,2,2,15,B,False,0.9202573317080248
3,2,2,16,Z,False,0.7105081732376268
3,2,2,17,S,True,0.851460365980542
3,2,2,18,Q,False,0.6144205212203965
3,2,2,19,W,False,0.9884354321436786
3,2,2,20,S,True,0.8566565344697568
3,2,2,21,D,False,0.9375295452518436
3,2,2,22,S,True,0.6264842880746111
3,2,2,23,M,False,0.8721304197492382
3,2,2,24,Z,False,0.9396351237349677
