num_sujet,num_session,run,trial,character,isNoGo,duration,type
1,1,6,1,U,False,0.9675203567779522,NF
1,1,6,2,B,False,0.8599874493662805,NF
1,1,6,3,S,True,0.7420493389807208,NF
1,1,6,4,U,False,0.9066117501533796,NF
1,1,6,5,C,False,0.7658447537088002,NF
1,1,6,6,S,True,0.9634692796803586,NF
1,1,6,7,S,True,0.8834423900795721,NF
1,1,6,8,R,False,0.9017613096593049,NF
1,1,6,9,S,True,0.6030411490117502,NF
1,1,6,10,Y,False,0.7512788713509451,NF
1,1,6,11,V,False,0.6898804553317535,NF
1,1,6,12,N,False,0.8172698626706336,NF
1,1,6,13,H,False,0.8136814214425606,NF
1,1,6,14,N,False,0.8144785697219099,NF
1,1,6,15,S,True,0.889044510579073,NF
1,1,6,16,G,False,0.7915825863449863,NF
1,1,6,17,C,False,0.8321803855424578,NF
1,1,6,18,A,False,0.6541578032337214,NF
1,1,6,19,Q,False,0.8510750234376905,NF
1,1,6,20,T,False,0.6058099285725078,NF
1,1,6,21,S,True,0.8920942030222277,NF
1,1,6,22,S,True,0.9580028129910471,NF
1,1,6,23,K,False,0.9477996266267269,NF
1,1,6,24,E,False,0.6284638374369946,NF
1,1,6,25,S,True,0.7549847737249067,NF
1,1,6,26,O,False,0.8955752392230283,NF
1,1,6,27,E,False,0.973328480064042,NF
1,1,6,28,O,False,0.785579372247051,NF
1,1,6,29,L,False,0.640004050001778,NF
1,1,6,30,S,True,0.7161651672532816,NF
1,1,6,31,A,False,0.9119792769600441,NF
1,1,6,32,S,True,0.8883545661278971,NF
1,1,6,33,K,False,0.6313527568243971,NF
1,1,6,34,Y,False,0.8060001032255864,NF
1,1,6,35,S,True,0.9659241477130034,NF
1,1,6,36,P,False,0.695785363239418,NF
1,1,6,37,S,True,0.9631438297219734,NF
1,1,6,38,R,False,0.7581313746424644,NF
1,1,6,39,K,False,0.6440060654010598,NF
1,1,6,40,S,True,0.8186723689826776,NF
1,1,6,41,N,False,0.6808477883617299,NF
1,1,6,42,S,True,0.7240210491922681,NF
1,1,6,43,C,False,0.8815079859903057,NF
1,1,6,44,X,False,0.6145807285464062,NF
1,1,6,45,S,True,0.7740438986470329,NF
1,1,6,46,R,False,0.7765930713256793,NF
1,1,6,47,A,False,0.6121061957941221,NF
1,1,6,48,S,True,0.8409373178551408,NF
1,1,6,49,C,False,0.7221919059677888,NF
1,1,6,50,S,True,0.7790846080392346,NF
1,1,6,51,W,False,0.8214931642035659,NF
1,1,6,52,R,False,0.9011578910526268,NF
1,1,6,53,S,True,0.8032032715893088,NF
1,1,6,54,L,False,0.9999270993745747,NF
1,1,6,55,G,False,0.8991373458931824,NF
1,1,6,56,Q,False,0.9465990569744607,NF
1,1,6,57,B,False,0.6660025305510532,NF
1,1,6,58,X,False,0.9693203322025249,NF
1,1,6,59,B,False,0.8867700549568758,NF
1,1,6,60,V,False,0.6965528240372767,NF
1,1,6,1,B,False,0.9295363376477981,OBS
1,1,6,2,K,False,0.6641771832894682,OBS
1,1,6,3,G,False,0.8066726004128698,OBS
1,1,6,4,P,False,0.6389743839425613,OBS
1,1,6,5,S,True,0.9808906439719641,OBS
1,1,6,6,J,False,0.7356925664135923,OBS
1,1,6,7,S,True,0.8302051658240723,OBS
1,1,6,8,T,False,0.8977293563425353,OBS
1,1,6,9,U,False,0.819456028627479,OBS
1,1,6,10,S,True,0.9555316121376025,OBS
1,1,6,11,Y,False,0.8077114828861123,OBS
1,1,6,12,D,False,0.694836111462739,OBS
1,1,6,13,V,False,0.8135069296555503,OBS
1,1,6,14,S,True,0.8756707979866378,OBS
1,1,6,15,L,False,0.763178822537978,OBS
1,1,6,16,S,True,0.7926721032408643,OBS
1,1,6,17,P,False,0.9146482529312244,OBS
1,1,6,18,S,True,0.8886307460078569,OBS
1,1,6,19,N,False,0.61118159335259,OBS
1,1,6,20,T,False,0.8332290402744872,OBS
1,1,6,21,S,True,0.9976128598662141,OBS
1,1,6,22,G,False,0.9709972353218768,OBS
1,1,6,23,S,True,0.6266519532377053,OBS
1,1,6,24,P,False,0.7904628383888108,OBS
1,1,6,25,C,False,0.9236899488745379,OBS
1,1,6,26,I,False,0.6547405543846534,OBS
1,1,6,27,Y,False,0.7178166502150785,OBS
1,1,6,28,S,True,0.9542185260259409,OBS
1,1,6,29,N,False,0.9227370986212786,OBS
1,1,6,30,O,False,0.868966279092108,OBS
1,1,6,31,D,False,0.7249736853324351,OBS
1,1,6,32,U,False,0.9359964983706253,OBS
1,1,6,33,J,False,0.9442584558712516,OBS
1,1,6,34,A,False,0.8685136504227212,OBS
1,1,6,35,M,False,0.6004546853998891,OBS
1,1,6,36,K,False,0.7688296288048178,OBS
1,1,6,37,Q,False,0.6313076433900121,OBS
1,1,6,38,X,False,0.7736057858297232,OBS
1,1,6,39,Q,False,0.8787140218878221,OBS
1,1,6,40,K,False,0.760003649843379,OBS
1,1,6,41,U,False,0.9981025130450589,OBS
1,1,6,42,I,False,0.6620678943149692,OBS
1,1,6,43,G,False,0.9893656279376839,OBS
1,1,6,44,S,True,0.6938211399816603,OBS
1,1,6,45,F,False,0.8556200828948828,OBS
1,1,6,46,E,False,0.7467282123500352,OBS
1,1,6,47,Z,False,0.7100245556181011,OBS
1,1,6,48,Q,False,0.7423345175859217,OBS
1,1,6,49,A,False,0.8609883325923137,OBS
1,1,6,50,U,False,0.8883820461558574,OBS
1,1,6,51,S,True,0.7304097384882344,OBS
1,1,6,52,U,False,0.6476490044952578,OBS
1,1,6,53,P,False,0.6935771025563608,OBS
1,1,6,54,C,False,0.6647199779507769,OBS
1,1,6,55,B,False,0.6486144714186983,OBS
1,1,6,56,L,False,0.9181170465584734,OBS
1,1,6,57,X,False,0.901298092735527,OBS
1,1,6,58,J,False,0.9088195130553336,OBS
1,1,6,59,S,True,0.8070754769284083,OBS
1,1,6,60,Z,False,0.9520365705322621,OBS
