num_sujet,num_session,run,trial,character,isNoGo,duration
16,2,1,1,C,False,0.8012647139276995
16,2,1,2,U,False,0.8284178946125615
16,2,1,3,P,False,0.9583098821804699
16,2,1,4,T,False,0.6083473490143794
16,2,1,5,S,True,0.7623519908644787
16,2,1,6,B,False,0.8253361039355913
16,2,1,7,S,True,0.9423777105364408
16,2,1,8,Q,False,0.9791631292576953
16,2,1,9,W,False,0.7132833247422223
16,2,1,10,S,True,0.7721101932721284
16,2,1,11,P,False,0.749765680555665
16,2,1,12,I,False,0.6331451895373188
16,2,1,13,H,False,0.7972906953454345
16,2,1,14,S,True,0.8610346804806246
16,2,1,15,C,False,0.7620834353802605
16,2,1,16,S,True,0.8404374318435972
16,2,1,17,G,False,0.9618595432433013
16,2,1,18,S,True,0.8184938347743514
16,2,1,19,U,False,0.9071926497667376
16,2,1,20,S,True,0.6864047012042762
16,2,1,21,B,False,0.9475286095839421
16,2,1,22,X,False,0.6052388150161807
16,2,1,23,O,False,0.6118611518000777
16,2,1,24,J,False,0.8167240968557885
16,2,1,25,M,False,0.6560816638492619
16,2,1,26,H,False,0.9032074463523314
16,2,1,27,S,True,0.7415257506396602
16,2,1,28,Y,False,0.6088962449314527
16,2,1,29,Z,False,0.7901104291264633
16,2,1,30,S,True,0.9764915449521988
16,2,1,31,B,False,0.685732057596421
16,2,1,32,S,True,0.8561155816937369
16,2,1,33,U,False,0.686927277375541
16,2,1,34,J,False,0.62927569548367
16,2,1,35,S,True,0.6059266141822619
16,2,1,36,P,False,0.989708420742319
16,2,1,37,S,True,0.8271999292468123
16,2,1,38,W,False,0.6024128433730428
16,2,1,39,J,False,0.7734302053633825
16,2,1,40,V,False,0.6013708489430896
16,2,1,41,G,False,0.9053848146529698
16,2,1,42,S,True,0.8305665212273562
16,2,1,43,S,True,0.6492953103949057
16,2,1,44,H,False,0.6517000281180756
16,2,1,45,S,True,0.9026363689308782
16,2,1,46,H,False,0.917721735480574
16,2,1,47,M,False,0.9871717232462248
