num_sujet,num_session,run,trial,character,isNoGo,duration
9,2,1,1,H,False,0.729772039400024
9,2,1,2,S,True,0.6034620165412093
9,2,1,3,E,False,0.9451350585358399
9,2,1,4,Z,False,0.7785882226572335
9,2,1,5,Y,False,0.860102450237576
9,2,1,6,J,False,0.8478059001545428
9,2,1,7,V,False,0.9646805151366253
9,2,1,8,O,False,0.9363656684805681
9,2,1,9,W,False,0.7962887891872643
9,2,1,10,K,False,0.6139079905439582
9,2,1,11,Z,False,0.9308187572496744
9,2,1,12,V,False,0.600277736399518
9,2,1,13,R,False,0.8274067516155302
9,2,1,14,A,False,0.8883609307272955
9,2,1,15,C,False,0.7014936910882028
9,2,1,16,S,True,0.6612501428464348
9,2,1,17,S,True,0.81323838098598
9,2,1,18,Z,False,0.9496837783407265
9,2,1,19,V,False,0.6444740003284732
9,2,1,20,K,False,0.9028883308869723
9,2,1,21,X,False,0.9121544872087115
9,2,1,22,V,False,0.7031247746482323
9,2,1,23,S,True,0.7511680931029354
9,2,1,24,S,True,0.8878253092685778
9,2,1,25,R,False,0.6178543229393865
9,2,1,26,S,True,0.7380029336512461
9,2,1,27,U,False,0.8577470737938776
9,2,1,28,N,False,0.8575324482084394
9,2,1,29,H,False,0.7671921694365309
9,2,1,30,N,False,0.6265420797589024
9,2,1,31,Z,False,0.9685686862324654
9,2,1,32,W,False,0.7913929262723248
9,2,1,33,H,False,0.6962447035893584
9,2,1,34,S,True,0.6121762761025924
9,2,1,35,T,False,0.7622470412445648
9,2,1,36,I,False,0.9765021456879068
9,2,1,37,A,False,0.6065918166078502
9,2,1,38,P,False,0.9998278091300999
9,2,1,39,M,False,0.7251645794098038
9,2,1,40,S,True,0.7104905542535284
9,2,1,41,C,False,0.9030994205596932
9,2,1,42,S,True,0.8947640000497731
9,2,1,43,I,False,0.7500628571111359
9,2,1,44,S,True,0.8930380646315252
9,2,1,45,D,False,0.8685632993361716
9,2,1,46,N,False,0.733527204380642
9,2,1,47,E,False,0.9509902247574528
9,2,1,48,F,False,0.9484786558832179
9,2,1,49,Y,False,0.7570650334185762
9,2,1,50,S,True,0.7699742340944973
9,2,1,51,Z,False,0.9106061029923977
9,2,1,52,E,False,0.8406957838759518
9,2,1,53,S,True,0.7621749013809939
9,2,1,54,H,False,0.6922737007880808
9,2,1,55,V,False,0.7353907953483568
9,2,1,56,C,False,0.9387538087267808
9,2,1,57,Q,False,0.9453311353236189
9,2,1,58,S,True,0.7093927913759253
9,2,1,59,V,False,0.8989958625511876
9,2,1,60,S,True,0.8568225586945535
9,2,2,1,A,False,0.9633860425040431
9,2,2,2,H,False,0.8788280047831762
9,2,2,3,S,True,0.6216025888297072
9,2,2,4,X,False,0.9799391114709122
9,2,2,5,S,True,0.891607860749809
9,2,2,6,R,False,0.9561932244256117
9,2,2,7,D,False,0.7272772203396168
9,2,2,8,G,False,0.9958121296493231
9,2,2,9,Z,False,0.7361961171084295
9,2,2,10,S,True,0.8598921814443765
9,2,2,11,N,False,0.995034971077994
9,2,2,12,D,False,0.7879596080984781
9,2,2,13,K,False,0.7213793220332247
9,2,2,14,S,True,0.8961575275755734
9,2,2,15,S,True,0.753191567166026
9,2,2,16,P,False,0.7655702289358766
9,2,2,17,M,False,0.6264706091843935
9,2,2,18,S,True,0.752039460948358
9,2,2,19,G,False,0.8473802598548974
9,2,2,20,S,True,0.7493281811110095
9,2,2,21,Z,False,0.7946258483584344
9,2,2,22,H,False,0.8850261442361887
9,2,2,23,B,False,0.6747422390684293
9,2,2,24,W,False,0.9174148711043904
9,2,2,25,W,False,0.8251964518766374
9,2,2,26,G,False,0.9622363259612664
9,2,2,27,A,False,0.6683141334251362
9,2,2,28,S,True,0.6407517510250695
9,2,2,29,N,False,0.8963373862387505
9,2,2,30,P,False,0.879710155249523
9,2,2,31,U,False,0.9181837218112526
9,2,2,32,T,False,0.6567461130481544
9,2,2,33,U,False,0.8191286837920198
9,2,2,34,S,True,0.7531805137663485
9,2,2,35,T,False,0.8265707311947532
9,2,2,36,A,False,0.902236753412609
9,2,2,37,K,False,0.6699564439694818
9,2,2,38,S,True,0.8695898864071924
9,2,2,39,P,False,0.9339835004256145
9,2,2,40,F,False,0.7847924941829849
9,2,2,41,R,False,0.8329726110343151
9,2,2,42,S,True,0.7836373742074721
9,2,2,43,V,False,0.9016121374935502
9,2,2,44,F,False,0.9166735725415931
9,2,2,45,Y,False,0.7234910373813153
9,2,2,46,S,True,0.6674232909200783
9,2,2,47,J,False,0.6126987888175467
9,2,2,48,S,True,0.7326622126837334
9,2,2,49,I,False,0.724372332172744
9,2,2,50,N,False,0.8895204983690943
9,2,2,51,S,True,0.7190599681916476
9,2,2,52,W,False,0.6670764905363877
9,2,2,53,A,False,0.734538813310425
9,2,2,54,P,False,0.6830102107787153
9,2,2,55,V,False,0.8780460196976171
9,2,2,56,R,False,0.7831113841139103
9,2,2,57,C,False,0.8718074957600797
9,2,2,58,S,True,0.7961427985767997
9,2,2,59,M,False,0.740770064447698
9,2,2,60,P,False,0.6463410689656199
9,2,3,1,Z,False,0.6744973421365494
9,2,3,2,C,False,0.9358553160603863
9,2,3,3,S,True,0.8627082432237148
9,2,3,4,Y,False,0.7793325091394969
9,2,3,5,R,False,0.7645805218419304
9,2,3,6,S,True,0.8386567288780725
9,2,3,7,S,True,0.759626641761642
9,2,3,8,V,False,0.7630431519947168
9,2,3,9,S,True,0.9434116298141931
9,2,3,10,F,False,0.8460423981109417
9,2,3,11,P,False,0.8812554813995203
9,2,3,12,Z,False,0.9718208137113751
9,2,3,13,A,False,0.6884779650242312
9,2,3,14,S,True,0.6307473945725547
9,2,3,15,O,False,0.6043003827414857
9,2,3,16,S,True,0.7856152795646714
9,2,3,17,S,True,0.9214771527557881
9,2,3,18,Q,False,0.9633904413470789
9,2,3,19,I,False,0.7043412310995926
9,2,3,20,S,True,0.9986410293228303
9,2,3,21,T,False,0.9139668893924655
9,2,3,22,S,True,0.8878767443397487
9,2,3,23,Q,False,0.814158120040197
9,2,3,24,S,True,0.8010481708471567
9,2,3,25,L,False,0.7175032512688171
9,2,3,26,Y,False,0.9887526010155006
9,2,3,27,S,True,0.8689097014017424
9,2,3,28,X,False,0.8332909011762473
9,2,3,29,B,False,0.8282356239735109
9,2,3,30,X,False,0.8319830286509667
9,2,3,31,H,False,0.6507345415296215
9,2,3,32,Z,False,0.6876464603571439
9,2,3,33,S,True,0.7789365118734072
9,2,3,34,M,False,0.70286777017953
9,2,3,35,M,False,0.8957865597468205
9,2,3,36,A,False,0.8681708413875664
9,2,3,37,Q,False,0.6500920596948496
9,2,3,38,S,True,0.6954372567563343
9,2,3,39,M,False,0.7498932798006046
9,2,3,40,S,True,0.9855623663863053
9,2,3,41,H,False,0.7606629992866897
9,2,3,42,S,True,0.8926151606022216
9,2,3,43,V,False,0.9013570872079976
9,2,3,44,S,True,0.7640540853439649
9,2,3,45,N,False,0.9742701350867222
9,2,3,46,O,False,0.6139155687247887
9,2,3,47,F,False,0.9066796564929738
9,2,3,48,B,False,0.8459248051866088
9,2,3,49,S,True,0.7637578449305675
9,2,3,50,D,False,0.7970155249237142
9,2,3,51,M,False,0.6135437029794042
9,2,3,52,O,False,0.8264844614761615
9,2,3,53,W,False,0.69614885855
9,2,3,54,I,False,0.7267794299744672
9,2,3,55,J,False,0.7719046715771972
9,2,3,56,K,False,0.9027329963913201
9,2,3,57,S,True,0.9143274189796238
9,2,3,58,L,False,0.6442542944924733
9,2,3,59,S,True,0.6114563369815242
9,2,3,60,Q,False,0.62922471724896
9,2,4,1,F,False,0.851928073874284
9,2,4,2,B,False,0.9567047917230986
9,2,4,3,W,False,0.8190452274345781
9,2,4,4,F,False,0.9877505058107988
9,2,4,5,I,False,0.865075629843283
9,2,4,6,S,True,0.9685373828357222
9,2,4,7,B,False,0.7341884266867433
9,2,4,8,S,True,0.7176546755783701
9,2,4,9,Z,False,0.8376762620373268
9,2,4,10,S,True,0.9512120369054159
9,2,4,11,Y,False,0.7359235734348621
9,2,4,12,Y,False,0.7537345717928027
9,2,4,13,S,True,0.66632248943966
9,2,4,14,C,False,0.9797845776744625
9,2,4,15,F,False,0.8613916347769723
9,2,4,16,S,True,0.7087091409154603
9,2,4,17,U,False,0.7416770361318424
9,2,4,18,C,False,0.7409583964831513
9,2,4,19,Z,False,0.8021110632666213
9,2,4,20,K,False,0.7112645552348891
9,2,4,21,S,True,0.674697707313163
9,2,4,22,V,False,0.6816175140250408
9,2,4,23,S,True,0.9387293586686417
9,2,4,24,T,False,0.6776401989536825
9,2,4,25,T,False,0.7330370937144304
9,2,4,26,S,True,0.6849568437422098
9,2,4,27,F,False,0.9776251096466126
9,2,4,28,S,True,0.9256675013971618
9,2,4,29,G,False,0.8794162204052776
9,2,4,30,J,False,0.8102213575089859
9,2,4,31,H,False,0.9516757268253735
9,2,4,32,O,False,0.8114456245970015
9,2,4,33,S,True,0.7996343089027698
9,2,4,34,S,True,0.8818814225175176
9,2,4,35,F,False,0.7093184817446592
9,2,4,36,S,True,0.6773456408250131
9,2,4,37,L,False,0.9816608237609199
9,2,4,38,S,True,0.7498731869518472
9,2,4,39,J,False,0.7998802582949888
9,2,4,40,R,False,0.9069263887911122
9,2,4,41,A,False,0.9891840935681444
9,2,4,42,N,False,0.7200248728340258
9,2,4,43,G,False,0.6537643661014143
9,2,4,44,S,True,0.9983188075090069
9,2,4,45,C,False,0.7311680237421294
9,2,4,46,T,False,0.7422587576150905
9,2,4,47,W,False,0.87647207914414
9,2,4,48,H,False,0.958170513262091
9,2,4,49,S,True,0.8001742344440884
9,2,4,50,I,False,0.6021129320236764
9,2,4,51,B,False,0.7491594876581964
9,2,4,52,P,False,0.6624967655286966
9,2,4,53,Y,False,0.9556069839351189
9,2,4,54,L,False,0.9418279072070208
9,2,4,55,S,True,0.7058462071294063
9,2,4,56,F,False,0.7631587882634681
9,2,4,57,O,False,0.8008860283491959
9,2,4,58,M,False,0.6862749163524378
9,2,4,59,W,False,0.7862210529353205
9,2,4,60,S,True,0.7044729725113266
9,2,5,1,S,True,0.748986175526241
9,2,5,2,Y,False,0.8483989470060326
9,2,5,3,Q,False,0.8769244606075106
9,2,5,4,E,False,0.9210718160364997
9,2,5,5,R,False,0.727439581901256
