num_sujet,num_session,run,trial,character,isNoGo,duration
17,2,1,1,T,False,0.6695496635481057
17,2,1,2,G,False,0.6367183556038791
17,2,1,3,P,False,0.9087142897954554
17,2,1,4,S,True,0.7062383874923825
17,2,1,5,S,True,0.9874540907117929
17,2,1,6,D,False,0.6764667616365498
17,2,1,7,O,False,0.6520803992392966
17,2,1,8,T,False,0.680994597758037
17,2,1,9,X,False,0.8883367107362719
17,2,1,10,N,False,0.7938774357860954
17,2,1,11,E,False,0.9931761372399485
17,2,1,12,G,False,0.8028330070435483
17,2,1,13,R,False,0.7235508222721981
17,2,1,14,Z,False,0.7876167908642144
17,2,1,15,Y,False,0.8014104598883085
17,2,1,16,Q,False,0.6073364810873476
17,2,1,17,T,False,0.6344404633613194
17,2,1,18,B,False,0.9214487714256144
17,2,1,19,S,True,0.9877654855816289
17,2,1,20,E,False,0.6742166303323546
17,2,1,21,I,False,0.7758883183558549
17,2,1,22,J,False,0.6978556976976524
17,2,1,23,W,False,0.9335145561762317
17,2,1,24,B,False,0.9523999446603267
17,2,1,25,S,True,0.9081452689904299
17,2,1,26,M,False,0.9927877583753273
17,2,1,27,I,False,0.9133397766942273
17,2,1,28,N,False,0.7697992577561972
17,2,1,29,G,False,0.8814046982902108
17,2,1,30,S,True,0.9358356009738444
17,2,1,31,D,False,0.6288204042050234
17,2,1,32,D,False,0.8308757518837937
17,2,1,33,Q,False,0.8840566396694184
17,2,1,34,K,False,0.6234789137931402
17,2,1,35,G,False,0.9694194389879864
17,2,1,36,P,False,0.8182937889629793
17,2,1,37,C,False,0.7107094307954054
17,2,1,38,A,False,0.6471361175465609
17,2,1,39,P,False,0.6956045516366514
17,2,1,40,C,False,0.8041226583534633
17,2,1,41,S,True,0.8255590247665575
17,2,1,42,U,False,0.8840667966699466
17,2,1,43,E,False,0.6615896859057464
17,2,1,44,N,False,0.7327683141088163
17,2,1,45,N,False,0.7844286474718181
17,2,1,46,L,False,0.848918845422097
17,2,1,47,S,True,0.890959334492509
17,2,1,48,T,False,0.8132594303932252
17,2,1,49,R,False,0.8916484175422565
17,2,1,50,P,False,0.9672878585381565
17,2,1,51,D,False,0.7858912502534982
17,2,1,52,B,False,0.9354292949730477
17,2,1,53,S,True,0.795923188416112
17,2,1,54,M,False,0.6627822006743886
17,2,1,55,X,False,0.8005164972216223
17,2,1,56,R,False,0.6478813154495973
17,2,1,57,S,True,0.9316825344780538
17,2,1,58,S,True,0.7318611200117406
17,2,1,59,M,False,0.8074706382066614
17,2,1,60,S,True,0.816348736635002
17,2,2,1,S,True,0.8781022395602178
17,2,2,2,S,True,0.9459359733780254
17,2,2,3,W,False,0.7365759672287575
17,2,2,4,S,True,0.7737422390481505
17,2,2,5,I,False,0.8522023978100602
17,2,2,6,S,True,0.7445957943923265
17,2,2,7,P,False,0.606584330449346
17,2,2,8,O,False,0.7938906568322794
17,2,2,9,S,True,0.861137142088351
17,2,2,10,M,False,0.9234283227343373
17,2,2,11,W,False,0.9672093043312369
17,2,2,12,C,False,0.9170485638698345
17,2,2,13,S,True,0.9374838371864048
17,2,2,14,U,False,0.8704465225626674
17,2,2,15,S,True,0.6253364447135838
17,2,2,16,C,False,0.6782615014015929
17,2,2,17,H,False,0.8623127196962752
17,2,2,18,S,True,0.7193546699786437
17,2,2,19,P,False,0.6331474730838413
17,2,2,20,S,True,0.6502010046114224
17,2,2,21,I,False,0.6434391282610535
17,2,2,22,T,False,0.7211880408431462
17,2,2,23,B,False,0.7874555576732979
17,2,2,24,Z,False,0.6437237075770097
17,2,2,25,D,False,0.7140944572805977
17,2,2,26,S,True,0.8952640604413509
17,2,2,27,R,False,0.7298042943280132
17,2,2,28,S,True,0.9869805076318233
17,2,2,29,Y,False,0.706178537965698
17,2,2,30,S,True,0.929365675554974
17,2,2,31,W,False,0.8013636980341119
17,2,2,32,S,True,0.9350199480770301
17,2,2,33,K,False,0.9793682908217797
17,2,2,34,H,False,0.7316215599462086
17,2,2,35,L,False,0.9037813589784409
17,2,2,36,P,False,0.7039471791485254
17,2,2,37,I,False,0.7769718673757641
17,2,2,38,S,True,0.7831028047687273
17,2,2,39,Y,False,0.7086344449402113
17,2,2,40,P,False,0.9131449125346864
17,2,2,41,H,False,0.622786855885225
17,2,2,42,W,False,0.719022252813134
17,2,2,43,S,True,0.6880789307689368
17,2,2,44,S,True,0.987258453992502
17,2,2,45,B,False,0.6171932198275092
17,2,2,46,D,False,0.8147630140761093
17,2,2,47,N,False,0.778378345401242
17,2,2,48,S,True,0.9478450986249136
17,2,2,49,V,False,0.9525051257764665
17,2,2,50,L,False,0.8443368486292473
17,2,2,51,P,False,0.7111988657612158
17,2,2,52,A,False,0.8011617532676827
17,2,2,53,O,False,0.7412775979277778
17,2,2,54,T,False,0.9839216425176825
17,2,2,55,F,False,0.8536629802185889
17,2,2,56,S,True,0.9864976004441799
17,2,2,57,L,False,0.6540412187907279
17,2,2,58,K,False,0.7704114473237754
17,2,2,59,P,False,0.8143822777015295
17,2,2,60,U,False,0.7583941638704457
17,2,3,1,T,False,0.9945662918186375
17,2,3,2,L,False,0.6565103002804811
17,2,3,3,S,True,0.7259211261000409
17,2,3,4,T,False,0.8468465640253526
17,2,3,5,A,False,0.903070777099242
17,2,3,6,E,False,0.6471109540163824
17,2,3,7,S,True,0.6892333008621523
17,2,3,8,A,False,0.7050243494937116
17,2,3,9,H,False,0.9620378379328588
17,2,3,10,X,False,0.8676170840800782
17,2,3,11,Q,False,0.8320297814547857
17,2,3,12,S,True,0.7451326993325333
17,2,3,13,O,False,0.7855148123839737
17,2,3,14,U,False,0.9672436517177709
17,2,3,15,S,True,0.8501721558759834
17,2,3,16,B,False,0.7339425316502832
17,2,3,17,S,True,0.7718751510809512
17,2,3,18,A,False,0.644689932553989
17,2,3,19,A,False,0.861504110927182
17,2,3,20,G,False,0.8393501971974358
