num_sujet,num_session,run,trial,character,isNoGo,duration,type
1,1,3,1,M,False,0.7400801060736706,NF
1,1,3,2,S,True,0.7802333793793061,NF
1,1,3,3,V,False,0.692916045083034,NF
1,1,3,4,P,False,0.7246152000403365,NF
1,1,3,5,S,True,0.8501166259313735,NF
1,1,3,6,E,False,0.9910225549800371,NF
1,1,3,7,D,False,0.8129566709788176,NF
1,1,3,8,C,False,0.8378667764294851,NF
1,1,3,9,A,False,0.8265916836583163,NF
1,1,3,10,N,False,0.9974114041722798,NF
1,1,3,11,S,True,0.9338274925939283,NF
1,1,3,12,T,False,0.7707674059926626,NF
1,1,3,13,X,False,0.6618002385519146,NF
1,1,3,14,S,True,0.8835643524057601,NF
1,1,3,15,U,False,0.6584717004090388,NF
1,1,3,16,B,False,0.9428704524994928,NF
1,1,3,17,V,False,0.7398977885319924,NF
1,1,3,18,Q,False,0.7292548390364701,NF
1,1,3,19,S,True,0.719652503352032,NF
1,1,3,20,Y,False,0.6600323220955021,NF
1,1,3,21,K,False,0.9657597839595824,NF
1,1,3,22,L,False,0.7705617561576894,NF
1,1,3,23,Z,False,0.929555513505819,NF
1,1,3,24,L,False,0.8326375735922316,NF
1,1,3,25,D,False,0.7093527921089804,NF
1,1,3,26,T,False,0.7514266222685518,NF
1,1,3,27,S,True,0.9252797400516217,NF
1,1,3,28,B,False,0.7015188233631591,NF
1,1,3,29,C,False,0.7440906574587776,NF
1,1,3,30,G,False,0.8501244205973928,NF
1,1,3,31,E,False,0.6723885166531175,NF
1,1,3,32,N,False,0.7452789512219589,NF
1,1,3,33,G,False,0.8751577674132596,NF
1,1,3,34,V,False,0.9560644086920786,NF
1,1,3,35,B,False,0.6658703162829176,NF
1,1,3,36,V,False,0.6670895672406669,NF
1,1,3,37,L,False,0.63722278277759,NF
1,1,3,38,Q,False,0.9105305707327961,NF
1,1,3,39,D,False,0.6608303772171514,NF
1,1,3,40,F,False,0.6891951343031071,NF
1,1,3,41,X,False,0.8562445803464879,NF
1,1,3,42,S,True,0.6477039663032118,NF
1,1,3,43,I,False,0.6176607025414866,NF
1,1,3,44,I,False,0.6118859313884046,NF
1,1,3,45,S,True,0.841483499107958,NF
1,1,3,46,L,False,0.8026014416643489,NF
1,1,3,47,T,False,0.8396887795700778,NF
1,1,3,48,H,False,0.9372022089688767,NF
1,1,3,49,O,False,0.8299136654311416,NF
1,1,3,50,K,False,0.6183133151242448,NF
1,1,3,51,S,True,0.966161739824,NF
1,1,3,52,G,False,0.7348559153758578,NF
1,1,3,53,W,False,0.8261238687553447,NF
1,1,3,54,Y,False,0.7672923232545024,NF
1,1,3,55,X,False,0.9775884297944082,NF
1,1,3,56,F,False,0.7318474978236853,NF
1,1,3,57,B,False,0.9723757959235001,NF
1,1,3,58,B,False,0.9560350657709416,NF
1,1,3,59,W,False,0.8301442600857075,NF
1,1,3,60,S,True,0.872958201103612,NF
1,1,3,1,S,True,0.9978932672267397,OBS
1,1,3,2,J,False,0.6244638143387198,OBS
1,1,3,3,E,False,0.612549862725855,OBS
1,1,3,4,S,True,0.9558942567578824,OBS
1,1,3,5,U,False,0.7784808458087304,OBS
1,1,3,6,S,True,0.740182764320565,OBS
1,1,3,7,U,False,0.9549923542609688,OBS
1,1,3,8,E,False,0.6296691874889004,OBS
1,1,3,9,S,True,0.6740896926823621,OBS
1,1,3,10,S,True,0.9052698081659765,OBS
1,1,3,11,K,False,0.9867272167072426,OBS
1,1,3,12,K,False,0.9760933017753392,OBS
1,1,3,13,J,False,0.8814577803521191,OBS
1,1,3,14,L,False,0.8709928680610973,OBS
1,1,3,15,A,False,0.9024989592062875,OBS
1,1,3,16,O,False,0.6429187917357203,OBS
1,1,3,17,S,True,0.8543286665480784,OBS
1,1,3,18,H,False,0.6094987784212498,OBS
1,1,3,19,T,False,0.9153722850945489,OBS
1,1,3,20,R,False,0.7527471830618719,OBS
1,1,3,21,J,False,0.8069962781560218,OBS
1,1,3,22,X,False,0.6987732890561769,OBS
1,1,3,23,N,False,0.8423376091662532,OBS
1,1,3,24,I,False,0.7346645550440208,OBS
1,1,3,25,S,True,0.7357526504502748,OBS
1,1,3,26,R,False,0.9586473452165976,OBS
1,1,3,27,G,False,0.915126309775315,OBS
1,1,3,28,S,True,0.6298744627039207,OBS
1,1,3,29,F,False,0.6182741204582449,OBS
1,1,3,30,S,True,0.7195895212588088,OBS
1,1,3,31,S,True,0.6423646063579336,OBS
1,1,3,32,C,False,0.8796248162707861,OBS
1,1,3,33,S,True,0.8394312828756387,OBS
1,1,3,34,O,False,0.8104703937413499,OBS
1,1,3,35,F,False,0.70225023452464,OBS
1,1,3,36,K,False,0.867823747103404,OBS
1,1,3,37,V,False,0.7950832065121678,OBS
1,1,3,38,O,False,0.8456869118414185,OBS
1,1,3,39,S,True,0.9008074572545092,OBS
1,1,3,40,X,False,0.6906886740089053,OBS
1,1,3,41,N,False,0.9037775070169466,OBS
1,1,3,42,S,True,0.9879110419725184,OBS
1,1,3,43,Z,False,0.9785491539704952,OBS
1,1,3,44,S,True,0.6922362947985767,OBS
1,1,3,45,J,False,0.7838780139280268,OBS
1,1,3,46,J,False,0.6817816003527886,OBS
1,1,3,47,S,True,0.6127588934079813,OBS
1,1,3,48,O,False,0.6812846080335166,OBS
