num_sujet,num_session,run,trial,character,isNoGo,duration,type
1,1,7,1,M,False,0.8515879366502841,NF
1,1,7,2,N,False,0.8507218652075749,NF
1,1,7,3,T,False,0.6014911251634449,NF
1,1,7,4,R,False,0.9742251505036322,NF
1,1,7,5,R,False,0.6925855698121857,NF
1,1,7,6,S,True,0.7034077418306119,NF
1,1,7,7,B,False,0.7980664264977168,NF
1,1,7,8,R,False,0.7358765529117679,NF
1,1,7,9,S,True,0.8630667509766564,NF
1,1,7,10,T,False,0.9251504295724813,NF
1,1,7,11,N,False,0.9876576200805373,NF
1,1,7,12,S,True,0.7495953633020832,NF
1,1,7,13,A,False,0.7821978511307162,NF
1,1,7,14,Q,False,0.9473075489670899,NF
1,1,7,15,S,True,0.7369348217537957,NF
1,1,7,16,B,False,0.6908022835898817,NF
1,1,7,17,T,False,0.6104606675052928,NF
1,1,7,18,U,False,0.9143342652548195,NF
1,1,7,19,U,False,0.7479313056400538,NF
1,1,7,20,F,False,0.9052919384874653,NF
1,1,7,21,S,True,0.7796781582637073,NF
1,1,7,22,Z,False,0.9201297139461067,NF
1,1,7,23,S,True,0.9080634933909548,NF
1,1,7,24,S,True,0.8790865081280216,NF
1,1,7,25,B,False,0.8829721909417118,NF
1,1,7,26,S,True,0.9537120936066386,NF
1,1,7,27,F,False,0.9963951458732437,NF
1,1,7,28,H,False,0.8821442693170607,NF
1,1,7,29,S,True,0.7015761662311779,NF
1,1,7,30,J,False,0.6680740611372427,NF
1,1,7,31,G,False,0.9808801016976326,NF
1,1,7,32,V,False,0.6335916585698667,NF
1,1,7,33,I,False,0.9852577895587509,NF
1,1,7,34,C,False,0.8593504551020605,NF
1,1,7,35,X,False,0.9090610666389787,NF
1,1,7,36,R,False,0.6650527987023394,NF
1,1,7,37,O,False,0.8506972465444222,NF
1,1,7,38,M,False,0.6712569342078647,NF
1,1,7,39,A,False,0.7027543457749265,NF
1,1,7,40,S,True,0.7984794393520029,NF
1,1,7,41,L,False,0.6303679051431574,NF
1,1,7,42,Y,False,0.7736086379112286,NF
1,1,7,43,D,False,0.6208984516223663,NF
1,1,7,44,Q,False,0.8038594754890407,NF
1,1,7,45,S,True,0.6811964114061305,NF
1,1,7,46,S,True,0.861508420064753,NF
1,1,7,47,W,False,0.819760604095179,NF
1,1,7,48,S,True,0.665258994360391,NF
1,1,7,49,M,False,0.7436375221287137,NF
1,1,7,50,S,True,0.7600217802269353,NF
