num_sujet,num_session,run,trial,character,isNoGo,duration,type
1,1,5,1,D,False,0.8578062428324231,NF
1,1,5,2,I,False,0.6224313549435492,NF
1,1,5,3,E,False,0.8895820087593292,NF
1,1,5,4,S,True,0.8034833893857515,NF
1,1,5,5,R,False,0.7572457859565609,NF
1,1,5,6,S,True,0.8540977236389455,NF
1,1,5,7,V,False,0.7761614852944794,NF
1,1,5,8,S,True,0.9728963914062605,NF
1,1,5,9,Y,False,0.9077762951558738,NF
1,1,5,10,A,False,0.8267399735618041,NF
1,1,5,11,C,False,0.6593436479148256,NF
1,1,5,12,S,True,0.9386782595733196,NF
1,1,5,13,I,False,0.9947266230591322,NF
1,1,5,14,O,False,0.9422920264941211,NF
1,1,5,15,S,True,0.6534577807561486,NF
1,1,5,16,G,False,0.6084772272516501,NF
1,1,5,17,S,True,0.7567021043901725,NF
1,1,5,18,K,False,0.6600116035784158,NF
1,1,5,19,S,True,0.9416944874605806,NF
1,1,5,20,N,False,0.8850150304747071,NF
1,1,5,21,J,False,0.8474219541235029,NF
1,1,5,22,N,False,0.8141150754605919,NF
1,1,5,23,I,False,0.8974700964692064,NF
1,1,5,24,S,True,0.7002525113087085,NF
1,1,5,25,F,False,0.9593068889097995,NF
1,1,5,26,S,True,0.970972749461228,NF
1,1,5,27,Z,False,0.6891336113846935,NF
1,1,5,28,D,False,0.9431566575494168,NF
1,1,5,29,X,False,0.7823885706178741,NF
1,1,5,30,H,False,0.6309006196369995,NF
1,1,5,31,W,False,0.6201452225223213,NF
1,1,5,32,P,False,0.7791416107161351,NF
1,1,5,33,D,False,0.8600000360590097,NF
1,1,5,34,P,False,0.7156113363516341,NF
1,1,5,35,S,True,0.8737957840019083,NF
1,1,5,36,G,False,0.8075193144747846,NF
1,1,5,37,R,False,0.6884536309936731,NF
1,1,5,38,Z,False,0.9883473247920479,NF
1,1,5,39,S,True,0.7983784382902168,NF
1,1,5,40,S,True,0.7346943915216991,NF
1,1,5,41,B,False,0.922942268234604,NF
1,1,5,42,S,True,0.7384923934649237,NF
1,1,5,43,N,False,0.674187822552806,NF
1,1,5,44,S,True,0.9987769487327275,NF
1,1,5,45,A,False,0.6912854633202639,NF
1,1,5,46,M,False,0.6339443822310502,NF
1,1,5,47,Q,False,0.7266487404402546,NF
1,1,5,48,N,False,0.705684793687605,NF
1,1,5,49,Z,False,0.8040351703802331,NF
1,1,5,50,Z,False,0.8333110646360152,NF
1,1,5,51,C,False,0.7705719436443289,NF
1,1,5,52,S,True,0.6620712045472702,NF
1,1,5,53,A,False,0.9117114666307861,NF
1,1,5,54,S,True,0.7589132817518721,NF
1,1,5,55,I,False,0.6379252416567827,NF
1,1,5,56,X,False,0.8300720105625325,NF
1,1,5,57,S,True,0.8301281991882931,NF
1,1,5,58,Q,False,0.7082091345451672,NF
1,1,5,59,S,True,0.8622993679855655,NF
1,1,5,60,L,False,0.9559363562459027,NF
1,1,5,1,S,True,0.6460093727377929,OBS
1,1,5,2,O,False,0.7234077714145936,OBS
1,1,5,3,S,True,0.6617122015441479,OBS
1,1,5,4,M,False,0.963116342107522,OBS
1,1,5,5,M,False,0.8959041733201245,OBS
1,1,5,6,W,False,0.7596490686125699,OBS
1,1,5,7,S,True,0.7579146813998356,OBS
1,1,5,8,G,False,0.726088601967049,OBS
1,1,5,9,A,False,0.7977135782048881,OBS
1,1,5,10,Z,False,0.9724744020628013,OBS
1,1,5,11,Y,False,0.972312053671688,OBS
1,1,5,12,S,True,0.838662095137102,OBS
1,1,5,13,T,False,0.9858084556864259,OBS
1,1,5,14,W,False,0.7782938025736186,OBS
1,1,5,15,D,False,0.9901533307457159,OBS
1,1,5,16,R,False,0.9201682741559982,OBS
1,1,5,17,S,True,0.6340585086730178,OBS
1,1,5,18,Q,False,0.6745220258624413,OBS
1,1,5,19,A,False,0.9320663098568591,OBS
1,1,5,20,R,False,0.8707560581069981,OBS
1,1,5,21,L,False,0.790232464609065,OBS
1,1,5,22,S,True,0.824886482783206,OBS
1,1,5,23,G,False,0.8631463274170863,OBS
1,1,5,24,K,False,0.6507990667687555,OBS
1,1,5,25,Q,False,0.7915287861860931,OBS
1,1,5,26,F,False,0.8387248518274525,OBS
1,1,5,27,I,False,0.9973801762792066,OBS
1,1,5,28,Q,False,0.7275901241894156,OBS
1,1,5,29,D,False,0.8534166898082085,OBS
1,1,5,30,S,True,0.7953211146706325,OBS
1,1,5,31,S,True,0.8661759234258286,OBS
1,1,5,32,C,False,0.6632588438417915,OBS
1,1,5,33,S,True,0.7104951903569119,OBS
1,1,5,34,Q,False,0.8053012965180956,OBS
1,1,5,35,V,False,0.7313556988125096,OBS
